Id,Instrument
1,ElectricGuitar
2,Clarinet
3,Saxophone
4,Saxophone
5,Trumpet
6,Trumpet
7,Saxophone
8,Violin
9,Oboe
10,Saxophone
11,Saxophone
12,Clarinet
13,Trumpet
14,Saxophone
15,Saxophone
16,Clarinet
17,ElectricGuitar
18,Trumpet
19,Clarinet
20,Piano
21,Saxophone
22,Saxophone
23,Saxophone
24,Violin
25,ElectricGuitar
26,Saxophone
27,Saxophone
28,Saxophone
29,Trumpet
30,Clarinet
31,Accordian
32,Trumpet
33,Trumpet
34,Saxophone
35,Saxophone
36,Clarinet
37,Clarinet
38,Saxophone
39,Trumpet
40,Trumpet
41,Saxophone
42,Accordian
43,Saxophone
44,Saxophone
45,Saxophone
46,ElectricGuitar
47,Trumpet
48,Trumpet
49,Trumpet
50,ElectricGuitar
51,Saxophone
52,Oboe
53,Violin
54,Trumpet
55,Saxophone
56,Saxophone
57,Saxophone
58,Trumpet
59,Saxophone
60,ElectricGuitar
61,Violin
62,Clarinet
63,ElectricGuitar
64,Saxophone
65,Violin
66,Trumpet
67,Saxophone
68,Saxophone
69,Saxophone
70,DoubleBass
71,Trumpet
72,Violin
73,Oboe
74,Trumpet
75,Trumpet
76,Trumpet
77,Saxophone
78,Saxophone
79,Trumpet
80,Clarinet
81,Oboe
82,Clarinet
83,Trumpet
84,Saxophone
85,Oboe
86,Violin
87,ElectricGuitar
88,Clarinet
89,Clarinet
90,Trumpet
91,Clarinet
92,Piano
93,Saxophone
94,Trumpet
95,Saxophone
96,Trumpet
97,Trumpet
98,Violin
99,Trumpet
100,Saxophone
101,ElectricGuitar
102,ElectricGuitar
103,Oboe
104,Saxophone
105,Trumpet
106,Saxophone
107,Oboe
108,Saxophone
109,Trumpet
110,Saxophone
111,Saxophone
112,Saxophone
113,Saxophone
114,Oboe
115,Saxophone
116,Violin
117,Saxophone
118,Clarinet
119,Clarinet
120,Saxophone
121,Saxophone
122,Clarinet
123,Oboe
124,Oboe
125,Saxophone
126,Saxophone
127,Trumpet
128,Violin
129,Trumpet
130,Saxophone
131,Saxophone
132,Trumpet
133,Violin
134,Saxophone
135,Violin
136,Clarinet
137,Saxophone
138,Saxophone
139,Saxophone
140,Accordian
141,Saxophone
142,Accordian
143,Clarinet
144,Saxophone
145,Saxophone
146,Trombone
147,Trumpet
148,Trumpet
149,ElectricGuitar
150,Clarinet
151,Clarinet
152,Trumpet
153,Saxophone
154,Clarinet
155,Trumpet
156,Oboe
157,Violin
158,Trumpet
159,Violin
160,Trumpet
161,Trumpet
162,Violin
163,Saxophone
164,Saxophone
165,Trumpet
166,Saxophone
167,Clarinet
168,Saxophone
169,Trumpet
170,Saxophone
171,Accordian
172,Trumpet
173,Violin
174,Trumpet
175,Violin
176,Saxophone
177,Clarinet
178,Violin
179,Saxophone
180,Trumpet
181,Clarinet
182,Saxophone
183,Clarinet
184,Saxophone
185,Trumpet
186,Oboe
187,Trumpet
188,Oboe
189,Saxophone
