Id,Instrument
1,Vibraphone
2,Cello
3,Tuba
4,Tuba
5,Vibraphone
6,Tuba
7,Trumpet
8,Violin
9,Tuba
10,Tuba
11,Tuba
12,Trumpet
13,Tuba
14,Saxophone
15,Tuba
16,Trumpet
17,Vibraphone
18,Tuba
19,Viola
20,Clarinet
21,Clarinet
22,Oboe
23,Vibraphone
24,Vibraphone
25,Vibraphone
26,Oboe
27,Tuba
28,Trumpet
29,Trumpet
30,Clarinet
31,Saxophone
32,Clarinet
33,Trumpet
34,Tuba
35,Tuba
36,Cello
37,Tuba
38,Tuba
39,Accordian
40,Tuba
41,Oboe
42,Saxophone
43,Violin
44,Tuba
45,Saxophone
46,Vibraphone
47,Trumpet
48,Oboe
49,Trumpet
50,Vibraphone
51,Trumpet
52,Trumpet
53,Violin
54,Tuba
55,Clarinet
56,Tuba
57,Violin
58,Tuba
59,Tuba
60,Violin
61,Tuba
62,Trumpet
63,Violin
64,Violin
65,Violin
66,Tuba
67,Oboe
68,Tuba
69,Clarinet
70,Cello
71,Vibraphone
72,Violin
73,Saxophone
74,Cello
75,Trumpet
76,Tuba
77,Tuba
78,Violin
79,Oboe
80,Oboe
81,Saxophone
82,Clarinet
83,Trumpet
84,Cello
85,Saxophone
86,Tuba
87,Clarinet
88,Violin
89,Viola
90,Oboe
91,Accordian
92,BassSaxophone
93,Tuba
94,Tuba
95,Clarinet
96,Tuba
97,Violin
98,Trumpet
99,Tuba
100,Vibraphone
101,Violin
102,Tuba
103,Saxophone
104,Tuba
105,Tuba
106,Violin
107,Clarinet
108,Oboe
109,Oboe
110,Tuba
111,Saxophone
112,Saxophone
113,Violin
114,Clarinet
115,Oboe
116,Tuba
117,Saxophone
118,Cello
119,Viola
120,Tuba
121,Saxophone
122,Trumpet
123,Clarinet
124,Oboe
125,Clarinet
126,Oboe
127,Tuba
128,Violin
129,Trumpet
130,Viola
131,Trumpet
132,Violin
133,Violin
134,Tuba
135,Violin
136,Clarinet
137,Oboe
138,Clarinet
139,Cello
140,Accordian
141,Saxophone
142,Accordian
143,Clarinet
144,Violin
145,Oboe
146,Trombone
147,Trumpet
148,Tuba
149,Tuba
150,Clarinet
151,Oboe
152,Saxophone
153,Viola
154,Clarinet
155,Accordian
156,Tuba
157,Violin
158,Violin
159,Vibraphone
160,Tuba
161,Cello
162,Violin
163,Cello
164,Trumpet
165,Tuba
166,Clarinet
167,Oboe
168,Tuba
169,Accordian
170,Cello
171,Vibraphone
172,Saxophone
173,Cello
174,Trumpet
175,Violin
176,Saxophone
177,Saxophone
178,Cello
179,Trumpet
180,Saxophone
181,Oboe
182,Oboe
183,Trumpet
184,Tuba
185,Cello
186,Oboe
187,Cello
188,Cello
189,Saxophone
190,Trumpet
191,Viola
192,Tuba
193,Saxophone
194,Violin
195,Tuba
196,Trumpet
197,Violin
198,Oboe
199,Violin
200,Violin
201,Vibraphone
202,Saxophone
203,Clarinet
204,Oboe
205,Tuba
206,Clarinet
207,Saxophone
208,Clarinet
209,Vibraphone
210,Tuba
211,Tuba
212,Oboe
213,Tuba
214,Trumpet
215,Oboe
216,Trumpet
217,Violin
218,Violin
219,Tuba
220,Trumpet
221,Trumpet
222,Trumpet
223,Saxophone
224,Trumpet
225,Accordian
226,DoubleBass
227,Trumpet
228,Tuba
229,Tuba
230,Cello
231,Oboe
232,Clarinet
233,Vibraphone
234,Oboe
235,Vibraphone
236,Oboe
237,Violin
238,Tuba
239,Saxophone
240,Violin
241,Cello
242,Viola
243,Tuba
244,Viola
245,Violin
246,Cello
247,Tuba
248,Oboe
249,Tuba
250,Oboe
251,Clarinet
252,Viola
253,Trumpet
254,Tuba
255,Cello
256,Violin
257,Violin
258,Vibraphone
259,Violin
260,Vibraphone
261,Saxophone
262,Saxophone
263,Vibraphone
264,Tuba
265,Accordian
266,Tuba
267,Tuba
268,Oboe
269,Accordian
270,Tuba
271,Oboe
272,Tuba
273,Oboe
274,Tuba
275,Violin
276,Oboe
277,Trumpet
278,Tuba
279,Saxophone
280,Violin
281,Clarinet
282,Saxophone
283,Violin
284,Cello
285,Oboe
286,Cello
287,Clarinet
288,Saxophone
289,Vibraphone
290,Trumpet
291,Vibraphone
292,Tuba
293,Vibraphone
294,Oboe
295,Tuba
296,Oboe
297,Tuba
298,Trumpet
299,Vibraphone
300,Clarinet
301,Oboe
302,Trumpet
303,Vibraphone
304,Vibraphone
305,Viola
306,Viola
307,Violin
308,Tuba
309,Oboe
310,Saxophone
311,Cello
312,Cello
313,Saxophone
314,Clarinet
315,Tuba
316,Clarinet
317,Violin
318,Saxophone
319,Vibraphone
320,Cello
321,Tuba
322,Trumpet
323,Oboe
324,Trumpet
325,Viola
326,Viola
327,Violin
328,Cello
329,Viola
330,Violin
331,Vibraphone
332,Trumpet
333,Vibraphone
334,Trumpet
335,Tuba
336,Cello
337,Viola
338,Tuba
339,Tuba
340,Trumpet
341,Tuba
342,Saxophone
343,Violin
344,Clarinet
345,DoubleBass
346,Saxophone
347,Saxophone
348,Viola
349,Cello
350,Saxophone
351,Clarinet
352,Tuba
353,Tuba
354,Cello
355,Tuba
356,Cello
